"Medicare Part B Brand, Generic and Manufacturer Information",,,,
,,,,
Medicare Billing Code (HCPCS Code),Drug Description,Brand Name,Generic Name,Manufacturer
J9130,"Dacarbazine, 100 mg",Dacarbazine,Dacarbazine,APP/Fresenius K
J9130,"Dacarbazine, 100 mg",Dacarbazine,Dacarbazine,Hospira
J9130,"Dacarbazine, 100 mg",Dacarbazine,Dacarbazine,Teva Parenteral
J9150,"Injection, daunorubicin, 10 mg",Daunorubicin HCL,Daunorubicin HCL,Teva Parenteral
J9155,"Injection, degarelix, 1 mg",Firmagon,Degarelix Acetate,Ferring Ph Inc
J9171,"Injection, docetaxel, 1 mg",Docefrez,Docetaxel,Sun Pharma Glob
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Accord Healthca
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Actavis Pharma
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Dr.Reddy's Lab
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Eagle Pharmeu
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Hospira
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Hospira/Novaplu
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Mckesson Packag
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Northstar Rx Ll
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Pfizer US Pharm
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Sagent Pharme
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Sandoz
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Sandoz/Novaplus
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Teva Parenteral
J9171,"Injection, docetaxel, 1 mg",Docetaxel,Docetaxel,Winthrop US
J9171,"Injection, docetaxel, 1 mg",Taxotere,Docetaxel,Sanofi-Aventis
J9178,"Injection, epirubicin hcl, 2 mg",Ellence,Epirubicin HCL,Pharmia/Upjhn
J9178,"Injection, epirubicin hcl, 2 mg",Epirubicin HCL,Epirubicin HCL,APP/Fresenius K
J9178,"Injection, epirubicin hcl, 2 mg",Epirubicin HCL,Epirubicin HCL,Actavis Pharma
J9178,"Injection, epirubicin hcl, 2 mg",Epirubicin HCL,Epirubicin HCL,Actavis/Impax G
J9178,"Injection, epirubicin hcl, 2 mg",Epirubicin HCL,Epirubicin HCL,"Amneal-Agila, L"
J9178,"Injection, epirubicin hcl, 2 mg",Epirubicin HCL,Epirubicin HCL,Hospira
J9178,"Injection, epirubicin hcl, 2 mg",Epirubicin HCL,Epirubicin HCL,Mylan Instituti
J9178,"Injection, epirubicin hcl, 2 mg",Epirubicin HCL,Epirubicin HCL,Sagent Pharme
J9178,"Injection, epirubicin hcl, 2 mg",Epirubicin HCL,Epirubicin HCL,Sandoz
J9179,"Injection, eribulin mesylate, 0.1 mg",Halaven,Eribulin Mesylate,Eisai Inc.
J9181,"Injection, etoposide, 10 mg",Etopophos,Etoposide Phosphate,BMS Onco/Immun
J9181,"Injection, etoposide, 10 mg",Etoposide,Etoposide,APP/Fresenius K
J9181,"Injection, etoposide, 10 mg",Etoposide,Etoposide,Accord Healthca
J9181,"Injection, etoposide, 10 mg",Etoposide,Etoposide,Bluepoint Labor
J9181,"Injection, etoposide, 10 mg",Etoposide,Etoposide,Novaplus/Accord
J9181,"Injection, etoposide, 10 mg",Toposar,Etoposide,Teva Parenteral
J9185,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,APP/Fresenius K
J9185,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,Actavis Pharma
J9185,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,Hospira
J9185,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,Sagent Pharme
J9185,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,Sandoz Inc.
J9185,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,Teva/Sagent Pha
J9185,"Injection, fludarabine phosphate, 50 mg",Fludarabine Phosphate,Fludarabine Phosphate,"Watson Pharma,"
J9190,"Injection, fluorouracil, 500 mg",Adrucil,Fluorouracil,Teva Parenteral
J9190,"Injection, fluorouracil, 500 mg",Fluorouracil,Fluorouracil,APP/Fresenius K
J9190,"Injection, fluorouracil, 500 mg",Fluorouracil,Fluorouracil,APP/Novaplus
J9190,"Injection, fluorouracil, 500 mg",Fluorouracil,Fluorouracil,APP/Premierpro
J9190,"Injection, fluorouracil, 500 mg",Fluorouracil,Fluorouracil,Accord Healthca
J9190,"Injection, fluorouracil, 500 mg",Fluorouracil,Fluorouracil,Bluepoint Labor
J9190,"Injection, fluorouracil, 500 mg",Fluorouracil,Fluorouracil,Mylan Instituti
J9190,"Injection, fluorouracil, 500 mg",Fluorouracil,Fluorouracil,Sandoz Inc.
J9200,"Injection, floxuridine, 500 mg",Floxuridine,Floxuridine,APP/Fresenius K
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,APP/Fresenius K
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,APP/Premierpro
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Accord Healthca
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Actavis Pharma
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Dr.Reddy's Lab
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Heritage Pharma
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Hospira
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Hospira/Novaplu
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Mylan Instituti
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Sagent Pharme
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Sun Pharma Glob
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemcitabine HCL,Gemcitabine HCL,Teva Parenteral
J9201,"Injection, gemcitabine hydrochloride, 200 mg",Gemzar,Gemcitabine HCL,Eli Lilly & Co.
J9202,"Goserelin acetate implant, per 3.6 mg",Zoladex,Goserelin Acetate,Astrazeneca
J9206,"Injection, irinotecan, 20 mg",Camptosar,Irinotecan HCL,Pfizer/Novaplus
J9206,"Injection, irinotecan, 20 mg",Camptosar,Irinotecan HCL,Pharmia/Upjhn
J9206,"Injection, irinotecan, 20 mg",Irinotecan HCL,Irinotecan HCL,APP/Fresenius K
J9206,"Injection, irinotecan, 20 mg",Irinotecan HCL,Irinotecan HCL,Actavis Pharma
J9206,"Injection, irinotecan, 20 mg",Irinotecan HCL,Irinotecan HCL,Heritage Pharma
J9206,"Injection, irinotecan, 20 mg",Irinotecan HCL,Irinotecan HCL,Hospira
J9206,"Injection, irinotecan, 20 mg",Irinotecan HCL,Irinotecan HCL,Sagent Pharme
J9206,"Injection, irinotecan, 20 mg",Irinotecan HCL,Irinotecan HCL,Sandoz Inc.
J9206,"Injection, irinotecan, 20 mg",Irinotecan HCL,Irinotecan HCL,Teva Parenteral
J9206,"Injection, irinotecan, 20 mg",Irinotecan HCL,Irinotecan HCL,"West-Ward, Inc."
J9206,"Injection, irinotecan, 20 mg",Irinotecan HCL,Irinotecan HCL,"West-Ward,Inc./"
J9207,"Injection, ixabepilone, 1 mg",Ixempra,Ixabepilone,BMS/R-Pharm US
J9207,"Injection, ixabepilone, 1 mg",Ixempra,Ixabepilone,R-Pharm US
J9208,"Injection, ifosfamide, 1 gram",Ifex,Ifosfamide,Baxter Healthca
J9208,"Injection, ifosfamide, 1 gram",Ifosfamide,Ifosfamide,APP/Fresenius K
J9208,"Injection, ifosfamide, 1 gram",Ifosfamide,Ifosfamide,APP/Novaplus
J9208,"Injection, ifosfamide, 1 gram",Ifosfamide,Ifosfamide,Baxter Healthca
J9208,"Injection, ifosfamide, 1 gram",Ifosfamide,Ifosfamide,Mylan Inst-Nova
J9208,"Injection, ifosfamide, 1 gram",Ifosfamide,Ifosfamide,Mylan Instituti
J9208,"Injection, ifosfamide, 1 gram",Ifosfamide,Ifosfamide,Teva Parenteral
J9209,"Injection, mesna, 200 mg",Mesna,Mesna,APP/Fresenius K
J9209,"Injection, mesna, 200 mg",Mesna,Mesna,Baxter Healthca
J9209,"Injection, mesna, 200 mg",Mesna,Mesna,Mylan Instituti
J9209,"Injection, mesna, 200 mg",Mesna,Mesna,Sagent Pharme
J9209,"Injection, mesna, 200 mg",Mesna,Mesna,Sagent/Novaplus
J9209,"Injection, mesna, 200 mg",Mesna,Mesna,Sagent/Premierp
J9209,"Injection, mesna, 200 mg",Mesna,Mesna,Teva Parenteral
J9209,"Injection, mesna, 200 mg",Mesnex,Mesna,Baxter Healthca
J9211,"Injection, idarubicin hydrochloride, 5 mg",Idamycin PFs,Idarubicin HCL,Pfizer US Pharm
J9211,"Injection, idarubicin hydrochloride, 5 mg",Idamycin PFs,Idarubicin HCL,Pharmia/Upjhn
J9211,"Injection, idarubicin hydrochloride, 5 mg",Idarubicin HCL,Idarubicin HCL,APP/Fresenius K
J9211,"Injection, idarubicin hydrochloride, 5 mg",Idarubicin HCL,Idarubicin HCL,Teva Parenteral
J9214,"Injection, interferon, alfa-2b, recombinant, 1 million units",Intron A,"Interferon Alfa-2b,recomb.",Merck Sharp & D
J9217,"Leuprolide acetate (for depot suspension), 7.5 mg",Eligard,Leuprolide Acetate,Sanofi-Aventis
J9217,"Leuprolide acetate (for depot suspension), 7.5 mg",Eligard,Leuprolide Acetate,Tolmar Pharme
J9217,"Leuprolide acetate (for depot suspension), 7.5 mg",Lupron Depot,Leuprolide Acetate,Abbvie US LLC
J9217,"Leuprolide acetate (for depot suspension), 7.5 mg",Lupron Depot-Ped,Leuprolide Acetate,Abbvie US LLC
J9225,"Histrelin implant (vantas), 50 mg",Vantas,Histrelin Acetate,Endo Pharm Inc.
J9228,"Injection, ipilimumab, 1 mg",Yervoy,Ipilimumab,BMS Primarycare
J9230,"Injection, mechlorethamine hydrochloride, (nitrogen mustard), 10 mg",Mustargen,Mechlorethamine HCL,Recordati Rare
J9245,"Injection, melphalan hydrochloride, 50 mg",Alkeran,Melphalan HCL,ApoPharma USA I
J9245,"Injection, melphalan hydrochloride, 50 mg",Evomela,Melphalan HCL/Betadex Sbes,SPectrum Pharma
J9245,"Injection, melphalan hydrochloride, 50 mg",Melphalan HCL,Melphalan HCL,Mylan Inst-Nova
J9245,"Injection, melphalan hydrochloride, 50 mg",Melphalan HCL,Melphalan HCL,Mylan Instituti
J9250,"Methotrexate sodium, 5 mg",Methotrexate,Methotrexate Sodium,APP/Fresenius K
J9250,"Methotrexate sodium, 5 mg",Methotrexate,Methotrexate Sodium,Hospira
J9250,"Methotrexate sodium, 5 mg",Methotrexate,Methotrexate Sodium,Hospira/Novaplu
J9250,"Methotrexate sodium, 5 mg",Methotrexate,Methotrexate Sodium/PF,APP/Fresenius K
J9250,"Methotrexate sodium, 5 mg",Methotrexate,Methotrexate Sodium/PF,APP/Novaplus
J9250,"Methotrexate sodium, 5 mg",Methotrexate,Methotrexate Sodium/PF,Mylan Instituti
J9250,"Methotrexate sodium, 5 mg",Methotrexate,Methotrexate Sodium/PF,Sandoz Inc.
J9250,"Methotrexate sodium, 5 mg",Methotrexate Sodium,Methotrexate Sodium/PF,APP/Fresenius K
J9250,"Methotrexate sodium, 5 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Accord Healthca
J9250,"Methotrexate sodium, 5 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Hospira
J9250,"Methotrexate sodium, 5 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Hospira/Novaplu
J9250,"Methotrexate sodium, 5 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Mylan Inst-Nova
J9250,"Methotrexate sodium, 5 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Mylan Instituti
J9250,"Methotrexate sodium, 5 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Sandoz Inc.
J9250,"Methotrexate sodium, 5 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Teva Parenteral
J9260,"Methotrexate sodium, 50 mg",Methotrexate,Methotrexate Sodium,APP/Fresenius K
J9260,"Methotrexate sodium, 50 mg",Methotrexate,Methotrexate Sodium,Hospira
J9260,"Methotrexate sodium, 50 mg",Methotrexate,Methotrexate Sodium,Hospira/Novaplu
J9260,"Methotrexate sodium, 50 mg",Methotrexate,Methotrexate Sodium/PF,APP/Fresenius K
J9260,"Methotrexate sodium, 50 mg",Methotrexate,Methotrexate Sodium/PF,APP/Novaplus
J9260,"Methotrexate sodium, 50 mg",Methotrexate,Methotrexate Sodium/PF,Mylan Instituti
J9260,"Methotrexate sodium, 50 mg",Methotrexate,Methotrexate Sodium/PF,Sandoz Inc.
J9260,"Methotrexate sodium, 50 mg",Methotrexate Sodium,Methotrexate Sodium/PF,APP/Fresenius K
J9260,"Methotrexate sodium, 50 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Accord Healthca
J9260,"Methotrexate sodium, 50 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Hospira
J9260,"Methotrexate sodium, 50 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Hospira/Novaplu
J9260,"Methotrexate sodium, 50 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Mylan Inst-Nova
J9260,"Methotrexate sodium, 50 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Mylan Instituti
J9260,"Methotrexate sodium, 50 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Sandoz Inc.
J9260,"Methotrexate sodium, 50 mg",Methotrexate Sodium,Methotrexate Sodium/PF,Teva Parenteral
J9263,"Injection, oxaliplatin, 0.5 mg",Eloxatin,Oxaliplatin,Sanofi-Aventis
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,APP/Fresenius K
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,Actavis Pharma
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,Hospira
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,Mylan Instituti
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,Sagent Pharme
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,Sandoz
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,Sun Pharma Glob
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,Teva Parenteral
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,Winthrop US
J9263,"Injection, oxaliplatin, 0.5 mg",Oxaliplatin,Oxaliplatin,Winthrop Us-Pre
J9264,"Injection, paclitaxel protein-bound particles, 1 mg",Abraxane,Paclitaxel Protein-Bound,Celgene
J9266,"Injection, pegaspargase, per single dose vial",Oncaspar,Pegaspargase,Sigma-Tau
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,APP/Fresenius K
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,Actavis Pharma
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,Hospira
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,Mylan Instituti
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,Sagent Pharme
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,Sandoz Inc.
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,Teva Parenteral
J9267,"Injection, paclitaxel, 1 mg",Paclitaxel,Paclitaxel,WG Critical Car
J9268,"Injection, pentostatin, 10 mg",Nipent,Pentostatin,Hospira
J9268,"Injection, pentostatin, 10 mg",Nipent,Pentostatin,Hospira/Novaplu
J9280,"Injection, mitomycin, 5 mg",Mitomycin,Mitomycin,Accord Healthca
J9280,"Injection, mitomycin, 5 mg",Mitomycin,Mitomycin,Novaplus/Accord
J9293,"Injection, mitoxantrone hydrochloride, per 5 mg",Mitoxantrone HCL,Mitoxantrone HCL,APP/Fresenius K
J9293,"Injection, mitoxantrone hydrochloride, per 5 mg",Mitoxantrone HCL,Mitoxantrone HCL,Hospira
J9293,"Injection, mitoxantrone hydrochloride, per 5 mg",Mitoxantrone HCL,Mitoxantrone HCL,Teva Parenteral
J9301,"Injection, obinutuzumab, 10 mg",Gazyva,Obinutuzumab,"Genentech, Inc."
J9302,"Injection, ofatumumab, 10 mg",Arzerra,Ofatumumab,Glaxosmithkline
J9302,"Injection, ofatumumab, 10 mg",Arzerra,Ofatumumab,Novartis
J9303,"Injection, panitumumab, 10 mg",Vectibix,Panitumumab,Amgen
J9305,"Injection, pemetrexed, 10 mg",Alimta,Pemetrexed DIsodium,Eli Lilly & Co.
J9306,"Injection, pertuzumab, 1 mg",Perjeta,Pertuzumab,"Genentech, Inc."
J9307,"Injection, pralatrexate, 1 mg",Folotyn,Pralatrexate,Allos Therapeut
J9310,"Injection, rituximab, 100 mg",Rituxan,Rituximab,"Genentech, Inc."
J9315,"Injection, romidepsin, 1 mg",Istodax,Romidepsin,Celgene
J9320,"Injection, streptozocin, 1 gram",Zanosar,Streptozocin,Teva Parenteral
J9328,"Injection, temozolomide, 1 mg",Temodar,Temozolomide,Merck Sharp & D
J9330,"Injection, temsirolimus, 1 mg",Torisel,Temsirolimus,Wyeth Pharm
J9351,"Injection, topotecan, 0.1 mg",Hycamtin,Topotecan HCL,Glaxosmithkline
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,APP/Fresenius K
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Accord Healthca
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Actavis Pharma
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Bedford Labs
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Hospira
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Hospira/Novaplu
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Mylan Instituti
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Sagent Pharme
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Sagent/Novaplus
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Sun Pharmeuti
J9351,"Injection, topotecan, 0.1 mg",Topotecan HCL,Topotecan HCL,Teva USA
J9354,"Injection, ado-trastuzumab emtansine, 1 mg",Kadcyla,Ado-Trastuzumab Emtansine,"Genentech, Inc."
J9355,"Injection, trastuzumab, 10 mg",Herceptin,Trastuzumab,"Genentech, Inc."
J9357,"Injection, valrubicin, intravesical, 200 mg",Valstar,Valrubicin,Endo Pharm Inc.
J9360,"Injection, vinblastine sulfate, 1 mg",Vinblastine Sulfate,Vinblastine Sulfate,APP/Fresenius K
J9370,"Vincristine sulfate, 1 mg",Vincasar PFs,Vincristine Sulfate,Teva Parenteral
J9370,"Vincristine sulfate, 1 mg",Vincristine Sulfate,Vincristine Sulfate,Hospira
J9370,"Vincristine sulfate, 1 mg",Vincristine Sulfate,Vincristine Sulfate,Hospira/Novaplu
J9371,"Injection, vincristine sulfate liposome, 1 mg",Marqibo,Vincristine Sulfate Liposomal,Talon/SPectrum
J9390,"Injection, vinorelbine tartrate, 10 mg",Navelbine,Vinorelbine Tartrate,Pierre Fabre Ph
J9390,"Injection, vinorelbine tartrate, 10 mg",Vinorelbine Tartrate,Vinorelbine Tartrate,APP/Fresenius K
J9390,"Injection, vinorelbine tartrate, 10 mg",Vinorelbine Tartrate,Vinorelbine Tartrate,Actavis Pharma
J9390,"Injection, vinorelbine tartrate, 10 mg",Vinorelbine Tartrate,Vinorelbine Tartrate,Hospira
J9390,"Injection, vinorelbine tartrate, 10 mg",Vinorelbine Tartrate,Vinorelbine Tartrate,Mylan Inst-Nova
J9390,"Injection, vinorelbine tartrate, 10 mg",Vinorelbine Tartrate,Vinorelbine Tartrate,Mylan Instituti
J9390,"Injection, vinorelbine tartrate, 10 mg",Vinorelbine Tartrate,Vinorelbine Tartrate,Pierre Fabre Ph
J9390,"Injection, vinorelbine tartrate, 10 mg",Vinorelbine Tartrate,Vinorelbine Tartrate,Sagent Pharme
J9390,"Injection, vinorelbine tartrate, 10 mg",Vinorelbine Tartrate,Vinorelbine Tartrate,Sandoz Inc.
J9390,"Injection, vinorelbine tartrate, 10 mg",Vinorelbine Tartrate,Vinorelbine Tartrate,Teva Parenteral
J9395,"Injection, fulvestrant, 25 mg",Faslodex,Fulvestrant,Astrazeneca
J9400,"Injection, ziv-aflibercept, 1 mg",Zaltrap,Ziv-Aflibercept,Sanofi-Aventis
P9041,"Infusion, albumin (human), 5%, 50 ml",,,
P9045,"Infusion, albumin (human), 5%, 250 ml",,,
P9046,"Infusion, albumin (human), 25%, 20 ml",,,
P9047,"Infusion, albumin (human), 25%, 50 ml",,,
Q0138,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (non-esrd use)",Feraheme,Ferumoxytol,Amag Pharmeut
Q0139,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (for esrd on dialysis)",Feraheme,Ferumoxytol,Amag Pharmeut
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,A-S Medication
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,AHP
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,Dr.Reddy's Lab
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,Glenmark Pharma
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,Mylan
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,Northstar Rx Ll
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,Sandoz
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,Taro Pharm USA
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,Teva USA
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron HCL,Ondansetron HCL,"West-Ward, Inc."
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron Odt,Ondansetron,A-S Medication
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron Odt,Ondansetron,Bluepoint Labor
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron Odt,Ondansetron,Glenmark Pharma
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron Odt,Ondansetron,Mylan
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Ondansetron Odt,Ondansetron,Sandoz
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Zofran,Ondansetron HCL,Glaxosmithkline
Q0162,"Ondansetron 1 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Zofran Odt,Ondansetron,Glaxosmithkline
Q0163,"Diphenhydramine hydrochloride, 50 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at time of chemotherapy treatment not to exceed a 48 hour dosage regimen",Diphenhydramine HCL,Diphenhydramine HCL,A-S Medication
Q0164,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Prochlorperazine Maleate,Prochlorperazine Maleate,A-S Medication
Q0164,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Prochlorperazine Maleate,Prochlorperazine Maleate,AHP
Q0164,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Prochlorperazine Maleate,Prochlorperazine Maleate,Mylan
Q0164,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Prochlorperazine Maleate,Prochlorperazine Maleate,Mylan Instituti
Q0164,"Prochlorperazine maleate, 5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Prochlorperazine Maleate,Prochlorperazine Maleate,Sandoz
